"id","change_attributes_block_ids","change_targetasrobject_id","change_targetasrobject_origin","change_targetasrobject_destination","change_targetasrobject_flightnumber","change_targetasrobject_carrier","change_targetasrobject_scheduledbase","timestamp1","source","actiontag","event_id","event_type","event_category","event_author","eventcreated","change_id","change_source","changetimestamp","scheduledstart","scheduledend","change_attributes_last_aircraft_assigned","eobt","eibt","change_attributes_last_delay_applied","change_attributes_last_delay_on_arrival_applied"
"OPER-QLK_Other_190515T03:52__uSr33Nc",,"QF_6711_BNE_SYD_19-05-16","BNE","SYD","6711","QF","","2019-05-15 03:54:54.000","gui:cre27:actiontag:Create Flight-Leg~!~6711~!~VHSBT~!~Local__e0gyBdk","Create Flight-Leg","OPER-QLK_Other_190515T03:52","Other","OPER-QLK","cre27","2019-05-15 03:52:53.000","QF_6711_BNE_SYD_19-05-16__UtguIfk","gui:cre27:actiontag:Create Flight-Leg~!~6711~!~VHSBT~!~Local__e0gyBdk","2019-05-15 03:54:38.000","2019-05-16 08:15:00.000","2019-05-16 10:05:00.000","",,,,
"OPER-QLK_MVT_190312T19:11__ARWihtk",,"QF_6715_SYD_SYD_19-03-13","SYD","SYD","6715","QF","","2019-03-13 01:49:36.000","gui:cpe97:actiontag:Create Flight-Leg~!~6715~!~VHSBT~!~Local__2pLL_gg","Create Flight-Leg","OPER-QLK_MVT_190312T19:11","MVT","OPER-QLK","cpe97","2019-03-12 19:11:27.000","QF_6715_SYD_SYD_19-03-13__a3NM0uE","gui:cpe97:actiontag:Create Flight-Leg~!~6715~!~VHSBT~!~Local__2pLL_gg","2019-03-13 01:49:26.000","2019-03-13 03:00:00.000","2019-03-13 04:00:00.000","",,,,
"MECH_MAINT_VHEBD_190310T07:10__UKPg6cI",,"QF_6117_PER_MEL_19-03-10","PER","MEL","6117","QF","","2019-03-10 09:04:56.000","gui:kpa49:actiontag:Create Flight-Leg~!~6117~!~VHEBD~!~Local__hPNQoYI","Create Flight-Leg","MECH_MAINT_VHEBD_190310T07:10","MAINT","MECH","931728","2019-03-10 07:10:22.000","QF_6117_PER_MEL_19-03-10__bF-Ik7I","gui:kpa49:actiontag:Create Flight-Leg~!~6117~!~VHEBD~!~Local__hPNQoYI","2019-03-10 09:04:35.000","2019-03-10 10:05:00.000","2019-03-10 13:40:00.000","",,,,
"MECH-QLK_MAINT_VHTQX_190112T05:26__auzApJI",,"QF_6710_SYD_TMW_19-01-13","SYD","TMW","6710","QF","","2019-01-12 05:50:55.000","gui:cre27:actiontag:Create Flight-Leg~!~6710~!~VHSBV~!~Local__3LgnGAQ","Create Flight-Leg","MECH-QLK_MAINT_VHTQX_190112T05:26","MAINT","MECH-QLK","lka15","2019-01-12 05:26:34.000","QF_6710_SYD_TMW_19-01-13__P2TQOS0","gui:cre27:actiontag:Create Flight-Leg~!~6710~!~VHSBV~!~Local__3LgnGAQ","2019-01-12 05:50:22.000","2019-01-13 03:30:00.000","2019-01-13 04:45:00.000","",,,,
"OPER-QLK_MVT_190207T21:34__FOrnjys",,"QF_6710_TMW_TMW_19-02-08","TMW","TMW","6710","QF","","2019-02-08 03:05:38.000","gui:202727:actiontag:Create Flight-Leg~!~6710~!~VHTQS~!~Local__dRd0jIw","Create Flight-Leg","OPER-QLK_MVT_190207T21:34","MVT","OPER-QLK","cre27","2019-02-07 21:34:48.000","QF_6710_TMW_TMW_19-02-08__HWSBpBY","gui:202727:actiontag:Create Flight-Leg~!~6710~!~VHTQS~!~Local__dRd0jIw","2019-02-08 03:05:28.000","2019-02-08 06:00:00.000","2019-02-08 07:00:00.000","",,,,
"WX_Other_SYD_190208T07:59__yLuWuHs",,"QF_6156_SYD_ADL_19-02-09","SYD","ADL","6156","QF","","2019-02-08 21:47:11.000","gui:319288:actiontag:Create Flight-Leg~!~6156~!~VHVXS~!~Local__qly5vFo","Create Flight-Leg","WX_Other_SYD_190208T07:59","Other","WX","bco07","2019-02-08 07:59:32.000","QF_6156_SYD_ADL_19-02-09__DxKZijM","gui:319288:actiontag:Create Flight-Leg~!~6156~!~VHVXS~!~Local__qly5vFo","2019-02-08 21:39:28.000","2019-02-09 01:25:00.000","2019-02-09 03:35:00.000","",,,,
"OPER-QLK_MVT_190208T18:04__WXSJ4YU",,"QF_6711_DBO_SYD_19-02-09","DBO","SYD","6711","QF","","2019-02-08 18:37:14.000","gui:cpe97:actiontag:Create Flight-Leg~!~6711~!~VHSCE~!~Local__rRVgrcQ","Create Flight-Leg","OPER-QLK_MVT_190208T18:04","MVT","OPER-QLK","cpe97","2019-02-08 18:04:36.000","QF_6711_DBO_SYD_19-02-09__E7f5ITA","gui:cpe97:actiontag:Create Flight-Leg~!~6711~!~VHSCE~!~Local__rRVgrcQ","2019-02-08 18:37:09.000","2019-02-09 03:30:00.000","2019-02-09 04:45:00.000","",,,,
"WX-QLK_Low-Vis_NSN_190207T21:17__F3ENDZo",,"JQ_3990_WLG_AKL_19-02-08","WLG","AKL","3990","JQ","","2019-02-07 23:00:21.000","gui:cre27:actiontag:Create Flight-Leg~!~3990~!~VHTQK~!~Local__XbAHXkY","Create Flight-Leg","WX-QLK_Low-Vis_NSN_190207T21:17","Low-Vis","WX-QLK","cre27","2019-02-07 21:17:02.000","JQ_3990_WLG_AKL_19-02-08__ezJqbK0","gui:cre27:actiontag:Create Flight-Leg~!~3990~!~VHTQK~!~Local__XbAHXkY","2019-02-07 23:00:03.000","2019-02-07 23:30:00.000","2019-02-08 00:50:00.000","",,,,
"PLAN-QLK_ALL_190514T08:47__bEzycVU",,"QF_6114_BME_PER_19-05-16","BME","PER","6114","QF","","2019-05-14 12:31:21.000","gui:scr11:actiontag:Create Flight-Leg~!~6114~!~VHEBL~!~Local__efU6Yl8","Create Flight-Leg","PLAN-QLK_ALL_190514T08:47","ALL","PLAN-QLK","198168","2019-05-14 08:47:26.000","QF_6114_BME_PER_19-05-16__IHJ84WY","gui:scr11:actiontag:Create Flight-Leg~!~6114~!~VHEBL~!~Local__efU6Yl8","2019-05-14 12:30:59.000","2019-05-15 23:00:00.000","2019-05-16 01:45:00.000","",,,,
"MECH_MAINT_VHEBL_190513T19:20__vdGs1ak",,"QF_6124_BME_SYD_19-05-16","BME","SYD","6124","QF","","2019-05-15 03:47:36.000","gui:fst11:actiontag:Create Flight-Leg~!~6124~!~VHEBL~!~Local__Z3BTy1g","Create Flight-Leg","MECH_MAINT_VHEBL_190513T19:20","MAINT","MECH","scr11","2019-05-13 19:20:21.000","QF_6124_BME_SYD_19-05-16__k8-GTjQ","gui:fst11:actiontag:Create Flight-Leg~!~6124~!~VHEBL~!~Local__Z3BTy1g","2019-05-15 03:43:45.000","2019-05-16 00:00:00.000","2019-05-16 04:00:00.000","",,,,
"PLAN_MAINT-DOM_190513T20:30__BcRgys8",,"QF_6004_CNS_SYD_19-05-16","CNS","SYD","6004","QF","","2019-05-14 09:02:34.000","gui:scr11:actiontag:Create Flight-Leg~!~6004~!~VHOJU~!~Local__q86cq2o","Create Flight-Leg","PLAN_MAINT-DOM_190513T20:30","MAINT-DOM","PLAN","345090","2019-05-13 20:30:32.000","QF_6004_CNS_SYD_19-05-16__dgaM_F0","gui:scr11:actiontag:Create Flight-Leg~!~6004~!~VHOJU~!~Local__q86cq2o","2019-05-14 09:01:03.000","2019-05-16 05:00:00.000","2019-05-16 07:50:00.000","",,,,
"OPER_NON-REPORT_190315T15:17__Sq4CuZU",,"QF_6117_BNE_SYD_19-03-17","BNE","SYD","6117","QF","","2019-03-16 04:15:25.000","gui:scr11:actiontag:Create Flight-Leg~!~6117~!~VHVXF~!~Local__sjOUKyI","Create Flight-Leg","OPER_NON-REPORT_190315T15:17","NON-REPORT","OPER","dba12","2019-03-15 15:17:39.000","QF_6117_BNE_SYD_19-03-17__nL2EUGc","gui:scr11:actiontag:Create Flight-Leg~!~6117~!~VHVXF~!~Local__sjOUKyI","2019-03-16 04:14:21.000","2019-03-16 23:35:00.000","2019-03-17 01:10:00.000","",,,,
"OPER_NON-REPORT_190315T15:17__P88cy7M",,"QF_6117_BNE_MEL_19-03-16","BNE","MEL","6117","QF","","2019-03-15 21:52:46.000","gui:317357:actiontag:Create Flight-Leg~!~6117~!~VHVXF~!~Local__2W136pQ","Create Flight-Leg","OPER_NON-REPORT_190315T15:17","NON-REPORT","OPER","dba12","2019-03-15 15:17:39.000","QF_6117_BNE_MEL_19-03-16__KEHkoRg","gui:317357:actiontag:Create Flight-Leg~!~6117~!~VHVXF~!~Local__2W136pQ","2019-03-15 21:51:29.000","2019-03-16 00:30:00.000","2019-03-16 02:55:00.000","",,,,
"OPER-QLK_MVT_190101T01:29__tbpx-r8",,"QF_6671_BNE_TMW_19-01-02","BNE","TMW","6671","QF","","2019-01-01 02:13:41.000","gui:cpe97:actiontag:Create Flight-Leg~!~6671~!~VHSBT~!~Local__QW7ZIhg","Create Flight-Leg","OPER-QLK_MVT_190101T01:29","MVT","OPER-QLK","197721","2019-01-01 01:29:46.000","QF_6671_BNE_TMW_19-01-02__HVGJ8o8","gui:cpe97:actiontag:Create Flight-Leg~!~6671~!~VHSBT~!~Local__QW7ZIhg","2019-01-01 02:12:37.000","2019-01-01 21:00:00.000","2019-01-01 22:15:00.000","",,,,
"MECH_MAINT_VHVYI_190225T06:14__RToJ7cA",,"QF_6111_CBR_MEL_19-02-25","CBR","MEL","6111","QF","","2019-02-25 07:27:59.000","gui:364016:actiontag:Create Flight-Leg~!~6111~!~VHXZJ~!~Local__hJi6xTs","Create Flight-Leg","MECH_MAINT_VHVYI_190225T06:14","MAINT","MECH","364016","2019-02-25 06:14:45.000","QF_6111_CBR_MEL_19-02-25__9TwpFNA","gui:364016:actiontag:Create Flight-Leg~!~6111~!~VHXZJ~!~Local__hJi6xTs","2019-02-25 07:23:22.000","2019-02-25 10:10:00.000","2019-02-25 11:20:00.000","",,,,
"MECH-QLK_AOG_VHSBW_190204T19:18__dn__qVg",,"QF_6710_CBR_SYD_19-02-05","CBR","SYD","6710","QF","","2019-02-04 19:34:25.000","gui:210336:actiontag:Create Flight-Leg~!~6710~!~VHSBW~!~Local__smM4Rmk","Create Flight-Leg","MECH-QLK_AOG_VHSBW_190204T19:18","AOG","MECH-QLK","210336","2019-02-04 19:18:53.000","QF_6710_CBR_SYD_19-02-05__rNZGPs8","gui:210336:actiontag:Create Flight-Leg~!~6710~!~VHSBW~!~Local__smM4Rmk","2019-02-04 19:33:52.000","2019-02-05 00:00:00.000","2019-02-05 00:55:00.000","",,,,
"OPER-QLK_MVT_190411T20:01__6GXSKGo",,"QF_6711_TMW_SYD_19-04-13","TMW","SYD","6711","QF","","2019-04-12 04:17:34.000","gui:202727:actiontag:Create Flight-Leg~!~6711~!~VHLQB~!~Local__h8bMt3Q","Create Flight-Leg","OPER-QLK_MVT_190411T20:01","MVT","OPER-QLK","cpe97","2019-04-11 20:01:04.000","QF_6711_TMW_SYD_19-04-13__phQvq7U","gui:202727:actiontag:Create Flight-Leg~!~6711~!~VHLQB~!~Local__h8bMt3Q","2019-04-12 04:17:02.000","2019-04-13 00:45:00.000","2019-04-13 01:45:00.000","",,,,
"MECH_MAINT_VHEBP_190410T20:20__x0jKcTE",,"QF_6007_SYD_BNE_19-04-14","SYD","BNE","6007","QF","","2019-04-11 09:10:06.000","gui:BCO07:actiontag:Create Flight-Leg~!~6007~!~VHEBP~!~Local__VTff2PA","Create Flight-Leg","MECH_MAINT_VHEBP_190410T20:20","MAINT","MECH","kpa49","2019-04-10 20:20:41.000","QF_6007_SYD_BNE_19-04-14__2miOoaQ","gui:BCO07:actiontag:Create Flight-Leg~!~6007~!~VHEBP~!~Local__VTff2PA","2019-04-11 09:09:16.000","2019-04-13 21:00:00.000","2019-04-13 22:30:00.000","",,,,
"OPER_NON-REPORT_190411T09:51__mg_C4kI",,"QF_6125_MEL_SYD_19-04-12","MEL","SYD","6125","QF","","2019-04-11 10:22:29.000","gui:scr11:actiontag:Create Flight-Leg~!~6125~!~VHVXP~!~Local__reg7Upk","Create Flight-Leg","OPER_NON-REPORT_190411T09:51","NON-REPORT","OPER","scr11","2019-04-11 09:51:14.000","QF_6125_MEL_SYD_19-04-12__3j4Caa8","gui:scr11:actiontag:Create Flight-Leg~!~6125~!~VHVXP~!~Local__reg7Upk","2019-04-11 10:22:21.000","2019-04-11 21:30:00.000","2019-04-11 22:55:00.000","",,,,
"MECH_MAINT_VHOEE_190402T03:08__dqgQ7RQ",,"QF_6681_LEA_PER_19-04-02","LEA","PER","6681","QF","","2019-04-02 06:37:48.000","gui:202726:actiontag:Add Stop Flight-Leg~!~6681~!~LEA~!~Local__fIA4lK4","Add Stop Flight-Leg","MECH_MAINT_VHOEE_190402T03:08","MAINT","MECH","bch27","2019-04-02 03:08:18.000","QF_6681_LEA_PER_19-04-02__pAfUx28","gui:202726:actiontag:Add Stop Flight-Leg~!~6681~!~LEA~!~Local__fIA4lK4","2019-04-02 06:31:55.000","2019-04-02 08:00:00.000","2019-04-02 09:50:00.000","VHNHV",,,,
"MECH_MAINT_VHOEE_190402T03:08__hOMevVc",,"QF_6681_KTA_LEA_19-04-02","KTA","LEA","6681","QF","","2019-04-02 06:37:48.000","gui:202726:actiontag:Add Stop Flight-Leg~!~6681~!~LEA~!~Local__fIA4lK4","Add Stop Flight-Leg","MECH_MAINT_VHOEE_190402T03:08","MAINT","MECH","bch27","2019-04-02 03:08:18.000","QF_6681_KTA_LEA_19-04-02__Q_N6qdg","gui:202726:actiontag:Add Stop Flight-Leg~!~6681~!~LEA~!~Local__fIA4lK4","2019-04-02 06:31:55.000","2019-04-02 07:00:00.000","2019-04-02 07:40:00.000","VHNHV",,,,
"OPER-QLK_MVT_190512T20:04__VZCcoz4",,"QF_6002_MEL_SYD_19-05-14","MEL","SYD","6002","QF","","2019-05-13 17:52:28.000","gui:scr11:actiontag:Create Flight-Leg~!~6002~!~VHEBJ~!~Local__D2gxGGc","Create Flight-Leg","OPER-QLK_MVT_190512T20:04","MVT","OPER-QLK","cpe97","2019-05-12 20:04:47.000","QF_6002_MEL_SYD_19-05-14__ZRkv6BU","gui:scr11:actiontag:Create Flight-Leg~!~6002~!~VHEBJ~!~Local__D2gxGGc","2019-05-13 17:52:25.000","2019-05-14 02:00:00.000","2019-05-14 03:25:00.000","",,,,
"MECH_MAINT_VHEBL_190513T19:20__QcTCMh4",,"QF_6012_PER_BME_19-05-14","PER","BME","6012","QF","","2019-05-13 19:21:09.000","gui:scr11:actiontag:Create Flight-Leg~!~6012~!~VHVYA~!~Local__A0rSEEs","Create Flight-Leg","MECH_MAINT_VHEBL_190513T19:20","MAINT","MECH","scr11","2019-05-13 19:20:21.000","QF_6012_PER_BME_19-05-14__Cji0NBk","gui:scr11:actiontag:Create Flight-Leg~!~6012~!~VHVYA~!~Local__A0rSEEs","2019-05-13 19:18:06.000","2019-05-13 22:30:00.000","2019-05-14 00:55:00.000","",,,,
"OPER-QLK_MVT_190512T20:04__4huWwBc",,"QF_6710_ABX_SYD_19-05-14","ABX","SYD","6710","QF","","2019-05-13 11:02:17.000","gui:202727:actiontag:Create Flight-Leg~!~6710~!~VHSBG~!~Local__erx9oKw","Create Flight-Leg","OPER-QLK_MVT_190512T20:04","MVT","OPER-QLK","cpe97","2019-05-12 20:04:47.000","QF_6710_ABX_SYD_19-05-14__tVyPeWI","gui:202727:actiontag:Create Flight-Leg~!~6710~!~VHSBG~!~Local__erx9oKw","2019-05-13 11:01:57.000","2019-05-13 23:00:00.000","2019-05-14 00:25:00.000","",,,,
"OPER-QLK_Other_190514T00:39__5zNylbo",,"QF_6710_SYD_TMW_19-05-15","SYD","TMW","6710","QF","","2019-05-14 00:41:28.000","gui:cre27:actiontag:Create Flight-Leg~!~6710~!~VHSBJ~!~Local__bJF--CE","Create Flight-Leg","OPER-QLK_Other_190514T00:39","Other","OPER-QLK","cre27","2019-05-14 00:39:09.000","QF_6710_SYD_TMW_19-05-15__wuYpUm8","gui:cre27:actiontag:Create Flight-Leg~!~6710~!~VHSBJ~!~Local__bJF--CE","2019-05-14 00:39:41.000","2019-05-14 21:00:00.000","2019-05-14 22:15:00.000","",,,,
"OPER-QLK_Other_190513T21:39__HkeO7r0",,"QF_6712_TMW_BNE_19-05-14","TMW","BNE","6712","QF","","2019-05-13 21:51:10.000","gui:cre27:actiontag:Create Flight-Leg~!~6712~!~VHSBW~!~Local__NKlDxIg","Create Flight-Leg","OPER-QLK_Other_190513T21:39","Other","OPER-QLK","cre27","2019-05-13 21:39:19.000","QF_6712_TMW_BNE_19-05-14__hN1agkM","gui:cre27:actiontag:Create Flight-Leg~!~6712~!~VHSBW~!~Local__NKlDxIg","2019-05-13 21:50:45.000","2019-05-14 06:00:00.000","2019-05-14 07:10:00.000","",,,,
"MECH_MAINT_VHVZC_190513T04:38__tTE3Gbk",,"QF_6111_HBA_MEL_19-05-13","HBA","MEL","6111","QF","","2019-05-13 06:39:57.000","gui:kpa49:actiontag:Create Flight-Leg~!~6111~!~VHVZC~!~Local__vCwl7Jw","Create Flight-Leg","MECH_MAINT_VHVZC_190513T04:38","MAINT","MECH","kpa49","2019-05-13 04:38:30.000","QF_6111_HBA_MEL_19-05-13__8MrL3PA","gui:kpa49:actiontag:Create Flight-Leg~!~6111~!~VHVZC~!~Local__vCwl7Jw","2019-05-13 06:39:19.000","2019-05-13 07:00:00.000","2019-05-13 08:15:00.000","",,,,
"OPER-QLK_MVT_190411T20:01__WyT5tT0",,"QF_6715_DBO_SYD_19-04-13","DBO","SYD","6715","QF","","2019-04-12 09:29:02.000","gui:202727:actiontag:Create Flight-Leg~!~6715~!~VHQOB~!~Local__Sz-Bplk","Create Flight-Leg","OPER-QLK_MVT_190411T20:01","MVT","OPER-QLK","cpe97","2019-04-11 20:01:04.000","QF_6715_DBO_SYD_19-04-13__cohnTbg","gui:202727:actiontag:Create Flight-Leg~!~6715~!~VHQOB~!~Local__Sz-Bplk","2019-04-12 09:28:42.000","2019-04-13 00:30:00.000","2019-04-13 01:30:00.000","",,,,
"MECH-QLK_MAINT_VHNXQ_190317T03:39__xJsQLJA",,"QF_6200_ASP_CNS_19-03-18","ASP","CNS","6200","QF","","2019-03-17 10:40:36.000","gui:cha17:actiontag:Create Flight-Leg~!~6200~!~VHNXQ~!~Local__YhzcitQ","Create Flight-Leg","MECH-QLK_MAINT_VHNXQ_190317T03:39","MAINT","MECH-QLK","202726","2019-03-17 03:39:52.000","QF_6200_ASP_CNS_19-03-18__4MOS6hs","gui:cha17:actiontag:Create Flight-Leg~!~6200~!~VHNXQ~!~Local__YhzcitQ","2019-03-17 10:39:44.000","2019-03-17 23:30:00.000","2019-03-18 01:40:00.000","",,,,
"WX_FOG_MEL_190316T20:56__wXwI6dk",,"QF_6127_MEL_SYD_19-03-17","MEL","SYD","6127","QF","","2019-03-16 23:32:18.000","gui:319288:actiontag:Create Flight-Leg~!~6127~!~VHVYE~!~Local__0fR0dkw","Create Flight-Leg","WX_FOG_MEL_190316T20:56","FOG","WX","bco07","2019-03-16 20:56:42.000","QF_6127_MEL_SYD_19-03-17__asIlNBE","gui:319288:actiontag:Create Flight-Leg~!~6127~!~VHVYE~!~Local__0fR0dkw","2019-03-16 23:30:44.000","2019-03-17 05:00:00.000","2019-03-17 06:25:00.000","",,,,
"MECH-QLK_AOG_VHYQT_190319T18:45__tl0HmGM",,"QF_6200_CBR_SYD_19-03-20","CBR","SYD","6200","QF","","2019-03-20 04:02:35.000","gui:612184:actiontag:Create Flight-Leg~!~6200~!~VHYQT~!~Local__NKCkio0","Create Flight-Leg","MECH-QLK_AOG_VHYQT_190319T18:45","AOG","MECH-QLK","197721","2019-03-19 18:45:21.000","QF_6200_CBR_SYD_19-03-20__7vnxOBo","gui:612184:actiontag:Create Flight-Leg~!~6200~!~VHYQT~!~Local__NKCkio0","2019-03-20 04:00:12.000","2019-03-20 07:00:00.000","2019-03-20 07:55:00.000","",,,,
"PLAN-QLK_ALL_190225T21:18__LzzWNZQ",,"QF_6201_CNS_CBR_19-02-26","CNS","CBR","6201","QF","","2019-02-26 00:36:13.000","gui:612184:actiontag:Create Flight-Leg~!~6201~!~VHNXG~!~Local__jxFoXXI","Create Flight-Leg","PLAN-QLK_ALL_190225T21:18","ALL","PLAN-QLK","161383","2019-02-25 21:18:46.000","QF_6201_CNS_CBR_19-02-26__VQRgUDI","gui:612184:actiontag:Create Flight-Leg~!~6201~!~VHNXG~!~Local__jxFoXXI","2019-02-26 00:35:41.000","2019-02-26 08:40:00.000","2019-02-26 11:40:00.000","",,,,
"PLAN-QLK_ALL_190225T21:18__R0qNn_g",,"QF_6200_CBR_CNS_19-02-26","CBR","CNS","6200","QF","","2019-02-26 00:36:13.000","gui:612184:actiontag:Create Flight-Leg~!~6200~!~VHNXL~!~Local__0kzKcTM","Create Flight-Leg","PLAN-QLK_ALL_190225T21:18","ALL","PLAN-QLK","161383","2019-02-25 21:18:46.000","QF_6200_CBR_CNS_19-02-26__9vF18vU","gui:612184:actiontag:Create Flight-Leg~!~6200~!~VHNXL~!~Local__0kzKcTM","2019-02-26 00:35:06.000","2019-02-26 05:00:00.000","2019-02-26 08:00:00.000","",,,,
"PLAN-QLK_ALL_190524T07:35__qtuWxD4",,"QF_6681_PHE_XSP_19-06-01","PHE","XSP","6681","QF","","2019-05-25 22:56:09.000","gui:622148:actiontag:Create Flight-Leg~!~6681~!~VHNHJ~!~Local__L2dSCug","Create Flight-Leg","PLAN-QLK_ALL_190524T07:35","ALL","PLAN-QLK","176171","2019-05-24 07:35:55.000","QF_6681_PHE_XSP_19-06-01__58nRtW0","gui:622148:actiontag:Create Flight-Leg~!~6681~!~VHNHJ~!~Local__L2dSCug","2019-05-25 22:53:41.000","2019-06-01 03:00:00.000","2019-06-01 07:00:00.000","",,,,
"MECH_MAINT_VHVXL_190308T04:17__joCBUUU",,"QF_6116_SYD_MEL_19-03-09","SYD","MEL","6116","QF","","2019-03-08 07:40:46.000","gui:mhi01:actiontag:Create Flight-Leg~!~6116~!~VHVXH~!~Local__OQjJSEA","Create Flight-Leg","MECH_MAINT_VHVXL_190308T04:17","MAINT","MECH","kpa49","2019-03-08 04:17:28.000","QF_6116_SYD_MEL_19-03-09__jxeUjW4","gui:mhi01:actiontag:Create Flight-Leg~!~6116~!~VHVXH~!~Local__OQjJSEA","2019-03-08 07:35:46.000","2019-03-08 21:30:00.000","2019-03-08 23:05:00.000","",,,,
"MECH_MAINT_VHVXA_190307T18:40__3MJA_98",,"QF_6105_ADL_MEL_19-03-08","ADL","MEL","6105","QF","","2019-03-07 20:13:16.000","gui:319288:actiontag:Create Flight-Leg~!~6105~!~VHVXA~!~Local__dR6zPYg","Create Flight-Leg","MECH_MAINT_VHVXA_190307T18:40","MAINT","MECH","319288","2019-03-07 18:40:43.000","QF_6105_ADL_MEL_19-03-08__vUEe6SY","gui:319288:actiontag:Create Flight-Leg~!~6105~!~VHVXA~!~Local__dR6zPYg","2019-03-07 20:06:46.000","2019-03-08 03:30:00.000","2019-03-08 04:50:00.000","",,,,
"MECH-QLK_AOG_VHNHP_190107T00:34__AeJDP4o",,"QF_6681_KTA_PER_19-01-07","KTA","PER","6681","QF","","2019-01-07 00:34:36.000","gui:196475:actiontag:Create Flight-Leg~!~6681~!~VHNHP~!~Local__Vbe-XZ4","Create Flight-Leg","MECH-QLK_AOG_VHNHP_190107T00:34","AOG","MECH-QLK","196475","2019-01-07 00:34:26.000","QF_6681_KTA_PER_19-01-07__w-B1tRE","gui:196475:actiontag:Create Flight-Leg~!~6681~!~VHNHP~!~Local__Vbe-XZ4","2019-01-07 00:33:49.000","2019-01-07 01:00:00.000","2019-01-07 03:00:00.000","",,,,
"MECH_MAINT_VHOJU_190108T09:23__p1JvIJY",,"QF_6016_HKG_SYD_19-01-10","HKG","SYD","6016","QF","","2019-01-08 09:24:00.000","gui:jdo91:actiontag:Create Flight-Leg~!~6016~!~VHOJU~!~Local__qY2AfZU","Create Flight-Leg","MECH_MAINT_VHOJU_190108T09:23","MAINT","MECH","jdo91","2019-01-08 09:23:54.000","QF_6016_HKG_SYD_19-01-10__9mUn93o","gui:jdo91:actiontag:Create Flight-Leg~!~6016~!~VHOJU~!~Local__qY2AfZU","2019-01-08 09:21:52.000","2019-01-10 13:15:00.000","2019-01-10 22:15:00.000","",,,,
"OPER-QLK_Other_190107T05:44__MCfT5Xk",,"QF_6711_TMW_SYD_19-01-09","TMW","SYD","6711","QF","","2019-01-07 07:13:36.000","gui:210336:actiontag:Create Flight-Leg~!~6711~!~VHSBV~!~Local__vQyutwM","Create Flight-Leg","OPER-QLK_Other_190107T05:44","Other","OPER-QLK","210336","2019-01-07 05:44:42.000","QF_6711_TMW_SYD_19-01-09__fVLJnAM","gui:210336:actiontag:Create Flight-Leg~!~6711~!~VHSBV~!~Local__vQyutwM","2019-01-07 07:13:17.000","2019-01-08 23:30:00.000","2019-01-09 00:45:00.000","",,,,
"MECH-QLK_AOG_VHYQY_190106T13:35__kqWrAQ4",,"QF_6202_CBR_SYD_19-01-08","CBR","SYD","6202","QF","","2019-01-07 20:34:32.000","gui:196475:actiontag:Create Flight-Leg~!~6202~!~VHYQS~!~Local__NGRkUfU","Create Flight-Leg","MECH-QLK_AOG_VHYQY_190106T13:35","AOG","MECH-QLK","197721","2019-01-06 13:35:08.000","QF_6202_CBR_SYD_19-01-08__y0q4IGc","gui:196475:actiontag:Create Flight-Leg~!~6202~!~VHYQS~!~Local__NGRkUfU","2019-01-07 20:34:12.000","2019-01-07 23:30:00.000","2019-01-08 00:25:00.000","",,,,
"OPER-QLK_MVT_190104T18:16__dS5eE8c",,"QF_6202_CBR_BNE_19-01-05","CBR","BNE","6202","QF","","2019-01-04 23:04:31.000","gui:202726:actiontag:Create Flight-Leg~!~6202~!~VHNXJ~!~Local__IzsG1tw","Create Flight-Leg","OPER-QLK_MVT_190104T18:16","MVT","OPER-QLK","cpe97","2019-01-04 18:16:55.000","QF_6202_CBR_BNE_19-01-05__JYEJdTQ","gui:202726:actiontag:Create Flight-Leg~!~6202~!~VHNXJ~!~Local__IzsG1tw","2019-01-04 23:04:11.000","2019-01-05 03:00:00.000","2019-01-05 04:45:00.000","",,,,
"ATFM_COBT_190402T18:36__orFF9Rs",,"QF_6711_NTL_SYD_19-04-03","NTL","SYD","6711","QF","","2019-04-02 22:55:16.000","gui:lka15:actiontag:Create Flight-Leg~!~6711~!~VHLQH~!~Local__Lnci0Ak","Create Flight-Leg","ATFM_COBT_190402T18:36","COBT","ATFM","210336","2019-04-02 18:36:00.000","QF_6711_NTL_SYD_19-04-03__UzBYhpg","gui:lka15:actiontag:Create Flight-Leg~!~6711~!~VHLQH~!~Local__Lnci0Ak","2019-04-02 22:54:49.000","2019-04-03 02:15:00.000","2019-04-03 02:55:00.000","",,,,
"OPER-QLK_MVT_190531T21:09__OhPlU3U",,"QF_6710_CBR_SYD_19-06-01","CBR","SYD","6710","QF","","2019-05-31 22:07:26.000","gui:cpe97:actiontag:Create Flight-Leg~!~6710~!~VHQOY~!~Local__tl3GkZc","Create Flight-Leg","OPER-QLK_MVT_190531T21:09","MVT","OPER-QLK","cpe97","2019-05-31 21:09:58.000","QF_6710_CBR_SYD_19-06-01__ft1ZBSI","gui:cpe97:actiontag:Create Flight-Leg~!~6710~!~VHQOY~!~Local__tl3GkZc","2019-05-31 22:04:52.000","2019-06-01 04:00:00.000","2019-06-01 04:55:00.000","",,,,
