"id","change_attributes_block_ids","change_targetasrobject_id","change_targetasrobject_origin","change_targetasrobject_destination","change_targetasrobject_flightnumber","change_targetasrobject_carrier","change_targetasrobject_scheduledbase","timestamp1","source","actiontag","event_id","event_type","event_category","event_author","eventcreated","change_id","change_source","changetimestamp","scheduledstart","scheduledend","change_attributes_last_aircraft_assigned","eobt","eibt","change_attributes_last_delay_applied","change_attributes_last_delay_on_arrival_applied"
"PLAN-QLK_ALL_190504T00:27__KKBCfoE",,"QF_6711_SYD_ADL_19-05-07","SYD","ADL","6711","QF","","2019-05-04 02:13:03.000","gui:179598:actiontag:Create Flight-Leg~!~6711~!~VHSCE~!~Local__Xy6IDpQ","Create Flight-Leg","PLAN-QLK_ALL_190504T00:27","ALL","PLAN-QLK","198168","2019-05-04 00:27:45.000","QF_6711_SYD_ADL_19-05-07__vv3fClw","gui:179598:actiontag:Create Flight-Leg~!~6711~!~VHSCE~!~Local__Xy6IDpQ","2019-05-04 02:11:57.000","2019-05-06 21:00:00.000","2019-05-06 23:55:00.000","",,,,
"MECH-QLK_MAINT_VHVQU_190101T01:14__UGQ0ht4",,"QF_6680_PER_PER_19-01-01","PER","PER","6680","QF","","2019-01-01 01:14:49.000","gui:197721:actiontag:Create Flight-Leg~!~6680~!~VHVQU~!~Local__3B7NIjU","Create Flight-Leg","MECH-QLK_MAINT_VHVQU_190101T01:14","MAINT","MECH-QLK","197721","2019-01-01 01:14:48.000","QF_6680_PER_PER_19-01-01__hOPQxJQ","gui:197721:actiontag:Create Flight-Leg~!~6680~!~VHVQU~!~Local__3B7NIjU","2019-01-01 01:14:02.000","2019-01-01 06:00:00.000","2019-01-01 07:30:00.000","",,,,
"OPER-QLK_MVT_190101T01:29__Uhp56Ec",,"QF_6672_SYD_BNE_19-01-02","SYD","BNE","6672","QF","","2019-01-01 02:13:41.000","gui:cpe97:actiontag:Create Flight-Leg~!~6672~!~VHSBB~!~Local__SLrZoKY","Create Flight-Leg","OPER-QLK_MVT_190101T01:29","MVT","OPER-QLK","197721","2019-01-01 01:29:46.000","QF_6672_SYD_BNE_19-01-02__Vn0iOGI","gui:cpe97:actiontag:Create Flight-Leg~!~6672~!~VHSBB~!~Local__SLrZoKY","2019-01-01 02:13:15.000","2019-01-02 01:00:00.000","2019-01-02 03:00:00.000","",,,,
"PLAN-QLK_ALL_190125T20:02__vXyWDJ0",,"QF_6202_CNS_BNE_19-01-26","CNS","BNE","6202","QF","","2019-01-26 00:15:54.000","gui:202726:actiontag:Create Flight-Leg~!~6202~!~VHYQU~!~Local__ADLlQvE","Create Flight-Leg","PLAN-QLK_ALL_190125T20:02","ALL","PLAN-QLK","198168","2019-01-25 20:02:06.000","QF_6202_CNS_BNE_19-01-26__Z7Xzn1I","gui:202726:actiontag:Create Flight-Leg~!~6202~!~VHYQU~!~Local__ADLlQvE","2019-01-26 00:08:53.000","2019-01-26 03:10:00.000","2019-01-26 05:20:00.000","",,,,
"OPER-QLK_MVT_190121T21:58__47sxvxU",,"QF_6673_BNE_SYD_19-01-25","BNE","SYD","6673","QF","","2019-01-24 07:08:38.000","gui:210336:actiontag:Create Flight-Leg~!~6673~!~VHSBJ~!~Local__o_3s96I","Create Flight-Leg","OPER-QLK_MVT_190121T21:58","MVT","OPER-QLK","200018","2019-01-21 21:58:11.000","QF_6673_BNE_SYD_19-01-25__-NiyGzY","gui:210336:actiontag:Create Flight-Leg~!~6673~!~VHSBJ~!~Local__o_3s96I","2019-01-24 07:08:30.000","2019-01-24 20:30:00.000","2019-01-24 22:20:00.000","",,,,
"WX_Other_SYD_190208T07:59__AeNOKWc",,"QF_6146_SYD_MEL_19-02-09","SYD","MEL","6146","QF","","2019-02-08 21:47:11.000","gui:319288:actiontag:Create Flight-Leg~!~6146~!~VHVYL~!~Local__kfjM-lc","Create Flight-Leg","WX_Other_SYD_190208T07:59","Other","WX","bco07","2019-02-08 07:59:32.000","QF_6146_SYD_MEL_19-02-09__TgN_D8k","gui:319288:actiontag:Create Flight-Leg~!~6146~!~VHVYL~!~Local__kfjM-lc","2019-02-08 21:37:10.000","2019-02-09 01:30:00.000","2019-02-09 03:05:00.000","",,,,
"PLAN-QLK_ALL_190206T23:30__nLmSaaw",,"QF_6203_TSV_BNE_19-02-07","TSV","BNE","6203","QF","","2019-02-07 04:26:40.000","gui:202726:actiontag:Create Flight-Leg~!~6203~!~VHYQX~!~Local__9DzPifM","Create Flight-Leg","PLAN-QLK_ALL_190206T23:30","ALL","PLAN-QLK","188421","2019-02-06 23:30:19.000","QF_6203_TSV_BNE_19-02-07__ocrhZhs","gui:202726:actiontag:Create Flight-Leg~!~6203~!~VHYQX~!~Local__9DzPifM","2019-02-07 04:15:09.000","2019-02-07 06:15:00.000","2019-02-07 08:05:00.000","",,,,
"MECH-QLK_AOG_VHVQS_190207T05:51__uCKa8dY",,"QF_6680_PBO_ZNE_19-02-07","PBO","ZNE","6680","QF","","2019-02-07 05:51:54.000","gui:202726:actiontag:Create Flight-Leg~!~6680~!~VHNHN~!~Local__05M1WJE","Create Flight-Leg","MECH-QLK_AOG_VHVQS_190207T05:51","AOG","MECH-QLK","202726","2019-02-07 05:51:49.000","QF_6680_PBO_ZNE_19-02-07__WJ_wO54","gui:202726:actiontag:Create Flight-Leg~!~6680~!~VHNHN~!~Local__05M1WJE","2019-02-07 05:50:49.000","2019-02-07 08:55:00.000","2019-02-07 09:40:00.000","",,,,
"MECH-QLK_MAINT_VHNXK_190206T11:34__jpbwVfE",,"QF_6201_BME_PBO_19-02-07","BME","PBO","6201","QF","","2019-02-07 03:10:00.000","gui:196474:actiontag:Create Flight-Leg~!~6201~!~VHNXK~!~Local__t6Kvs0w","Create Flight-Leg","MECH-QLK_MAINT_VHNXK_190206T11:34","MAINT","MECH-QLK","202726","2019-02-06 11:34:58.000","QF_6201_BME_PBO_19-02-07__jWWFU_4","gui:196474:actiontag:Create Flight-Leg~!~6201~!~VHNXK~!~Local__t6Kvs0w","2019-02-07 03:09:43.000","2019-02-07 07:30:00.000","2019-02-07 08:55:00.000","",,,,
"OPER-QLK_MVT_190207T21:34__zbCPegw",,"JQ_3992_NSN_AKL_19-02-08","NSN","AKL","3992","JQ","","2019-02-08 00:54:01.000","gui:196384:actiontag:Create Flight-Leg~!~3992~!~VHTQD~!~Local__cElJ6oM","Create Flight-Leg","OPER-QLK_MVT_190207T21:34","MVT","OPER-QLK","cre27","2019-02-07 21:34:48.000","JQ_3992_NSN_AKL_19-02-08__SrYYly8","gui:196384:actiontag:Create Flight-Leg~!~3992~!~VHTQD~!~Local__cElJ6oM","2019-02-08 00:51:01.000","2019-02-08 01:45:00.000","2019-02-08 03:10:00.000","",,,,
"OPER-QLK_Commercial_190217T01:09__2hlOYFE",,"QF_6201_ADL_PER_19-02-18","ADL","PER","6201","QF","","2019-02-17 01:09:43.000","gui:cha17:actiontag:Create Flight-Leg~!~6201~!~VHNXH~!~Local__s-cqhXg","Create Flight-Leg","OPER-QLK_Commercial_190217T01:09","Commercial","OPER-QLK","cha17","2019-02-17 01:09:33.000","QF_6201_ADL_PER_19-02-18__1mgEg4M","gui:cha17:actiontag:Create Flight-Leg~!~6201~!~VHNXH~!~Local__s-cqhXg","2019-02-17 01:04:18.000","2019-02-18 07:30:00.000","2019-02-18 10:55:00.000","",,,,
"OPER_OTHER_190217T00:55__r7EPnwk",,"QF_6121_ADL_PER_19-02-18","ADL","PER","6121","QF","","2019-02-17 00:55:29.000","gui:fst11:actiontag:Create Flight-Leg~!~6121~!~VHXZO~!~Local__nV2dVn8","Create Flight-Leg","OPER_OTHER_190217T00:55","OTHER","OPER","fst11","2019-02-17 00:55:26.000","QF_6121_ADL_PER_19-02-18__YpUbfQE","gui:fst11:actiontag:Create Flight-Leg~!~6121~!~VHXZO~!~Local__nV2dVn8","2019-02-17 00:44:14.000","2019-02-18 07:45:00.000","2019-02-18 11:05:00.000","",,,,
"MECH-QLK_AOG_VHQOH_190505T20:05__fksTXUY",,"QF_6713_CBR_SYD_19-05-07","CBR","SYD","6713","QF","","2019-05-06 07:00:40.000","gui:lka15:actiontag:Create Flight-Leg~!~6713~!~VHQOH~!~Local__8AAIGk0","Create Flight-Leg","MECH-QLK_AOG_VHQOH_190505T20:05","AOG","MECH-QLK","179575","2019-05-05 20:05:17.000","QF_6713_CBR_SYD_19-05-07__Ly-TXCY","gui:lka15:actiontag:Create Flight-Leg~!~6713~!~VHQOH~!~Local__8AAIGk0","2019-05-06 07:00:32.000","2019-05-06 21:40:00.000","2019-05-06 22:35:00.000","",,,,
"MECH-QLK_AOG_VHLQL_190415T00:16__E1qmLHE",,"QF_6671_HID_CNS_19-04-15","HID","CNS","6671","QF","","2019-04-15 00:52:19.000","gui:196384:actiontag:Create Flight-Leg~!~6671~!~VHLQL~!~Local__C9oJZzs","Create Flight-Leg","MECH-QLK_AOG_VHLQL_190415T00:16","AOG","MECH-QLK","211872","2019-04-15 00:16:55.000","QF_6671_HID_CNS_19-04-15__q8M3oKA","gui:196384:actiontag:Create Flight-Leg~!~6671~!~VHLQL~!~Local__C9oJZzs","2019-04-15 00:51:35.000","2019-04-15 02:15:00.000","2019-04-15 03:55:00.000","",,,,
"MECH_MAINT_VHVZK_190415T14:00__jPfFuAI",,"QF_6112_CBR_MEL_19-04-16","CBR","MEL","6112","QF","","2019-04-15 14:12:29.000","gui:fst11:actiontag:Create Flight-Leg~!~6112~!~VHVZK~!~Local__st-wo08","Create Flight-Leg","MECH_MAINT_VHVZK_190415T14:00","MAINT","MECH","fst11","2019-04-15 14:00:45.000","QF_6112_CBR_MEL_19-04-16__OLESjKs","gui:fst11:actiontag:Create Flight-Leg~!~6112~!~VHVZK~!~Local__st-wo08","2019-04-15 14:11:55.000","2019-04-16 02:40:00.000","2019-04-16 03:50:00.000","",,,,
"OPER-QLK_Other_190415T05:15__O5U7tnU",,"QF_6671_BNE_CNS_19-04-16","BNE","CNS","6671","QF","","2019-04-15 06:14:53.000","gui:cre27:actiontag:Create Flight-Leg~!~6671~!~VHLQB~!~Local__KXsmmT8","Create Flight-Leg","OPER-QLK_Other_190415T05:15","Other","OPER-QLK","cre27","2019-04-15 05:15:45.000","QF_6671_BNE_CNS_19-04-16__kRlOL0I","gui:cre27:actiontag:Create Flight-Leg~!~6671~!~VHLQB~!~Local__KXsmmT8","2019-04-15 06:13:22.000","2019-04-16 01:35:00.000","2019-04-16 04:35:00.000","",,,,
"OPER-QLK_Other_190415T05:15__w7B_tgg",,"QF_6710_SYD_BNE_19-04-16","SYD","BNE","6710","QF","","2019-04-15 06:14:53.000","gui:cre27:actiontag:Create Flight-Leg~!~6710~!~VHLQB~!~Local__dqXOQ5Q","Create Flight-Leg","OPER-QLK_Other_190415T05:15","Other","OPER-QLK","cre27","2019-04-15 05:15:45.000","QF_6710_SYD_BNE_19-04-16__LDT0p3o","gui:cre27:actiontag:Create Flight-Leg~!~6710~!~VHLQB~!~Local__dqXOQ5Q","2019-04-15 06:12:19.000","2019-04-15 23:20:00.000","2019-04-16 01:05:00.000","",,,,
"WX_5NM_BNE_190315T06:37__p6MLiLo",,"QF_6116_BNE_SYD_19-03-16","BNE","SYD","6116","QF","","2019-03-15 12:17:15.000","gui:fst11:actiontag:Create Flight-Leg~!~6116~!~VHVYL~!~Local__HnC-6xU","Create Flight-Leg","WX_5NM_BNE_190315T06:37","5NM","WX","kwa01","2019-03-15 06:37:34.000","QF_6116_BNE_SYD_19-03-16___BCFs6I","gui:fst11:actiontag:Create Flight-Leg~!~6116~!~VHVYL~!~Local__HnC-6xU","2019-03-15 12:14:46.000","2019-03-15 23:35:00.000","2019-03-16 01:10:00.000","",,,,
"MECH-QLK_AOG_VHTQS_190505T05:10__SrR3gBE",,"QF_6711_LDH_SYD_19-05-06","LDH","SYD","6711","QF","","2019-05-05 05:37:32.000","gui:179598:actiontag:Create Flight-Leg~!~6711~!~VHTQS~!~Local__pSPcEVs","Create Flight-Leg","MECH-QLK_AOG_VHTQS_190505T05:10","AOG","MECH-QLK","179598","2019-05-05 05:10:31.000","QF_6711_LDH_SYD_19-05-06__U-XmC54","gui:179598:actiontag:Create Flight-Leg~!~6711~!~VHTQS~!~Local__pSPcEVs","2019-05-05 05:37:19.000","2019-05-06 01:00:00.000","2019-05-06 03:15:00.000","",,,,
"MECH-QLK_AOG_VHTQH_190505T09:46__qAey6f0",,"QF_6713_SYD_BXG_19-05-06","SYD","BXG","6713","QF","","2019-05-05 10:28:38.000","gui:179598:actiontag:Create Flight-Leg~!~6713~!~VHTQZ~!~Local__QW-o9MI","Create Flight-Leg","MECH-QLK_AOG_VHTQH_190505T09:46","AOG","MECH-QLK","179598","2019-05-05 09:46:33.000","QF_6713_SYD_BXG_19-05-06__dM1IudU","gui:179598:actiontag:Create Flight-Leg~!~6713~!~VHTQZ~!~Local__QW-o9MI","2019-05-05 10:28:18.000","2019-05-05 23:00:00.000","2019-05-06 01:00:00.000","",,,,
"MECH_MAINT_VHOEH_190218T01:23__jFuCEQI",,"QF_6001_JNB_SYD_19-02-18","JNB","SYD","6001","QF","","2019-02-18 10:16:08.000","gui:fst11:actiontag:Create Flight-Leg~!~6001~!~VHOEH~!~Local__5dTRuCY","Create Flight-Leg","MECH_MAINT_VHOEH_190218T01:23","MAINT","MECH","SVA33","2019-02-18 01:23:45.000","QF_6001_JNB_SYD_19-02-18__nqGHkT4","gui:fst11:actiontag:Create Flight-Leg~!~6001~!~VHOEH~!~Local__5dTRuCY","2019-02-18 10:11:41.000","2019-02-18 19:20:00.000","2019-02-19 07:00:00.000","",,,,
"MECH_MAINT_VHOQB_190218T04:32__HCN871Y",,"QF_6002_BNE_SYD_19-02-19","BNE","SYD","6002","QF","","2019-02-18 09:27:26.000","gui:bco07:actiontag:Create Flight-Leg~!~6002~!~VHOQB~!~Local__ylt6wGU","Create Flight-Leg","MECH_MAINT_VHOQB_190218T04:32","MAINT","MECH","COG03","2019-02-18 04:32:44.000","QF_6002_BNE_SYD_19-02-19__jDjXLXg","gui:bco07:actiontag:Create Flight-Leg~!~6002~!~VHOQB~!~Local__ylt6wGU","2019-02-18 09:15:52.000","2019-02-18 22:00:00.000","2019-02-18 23:30:00.000","",,,,
"PLAN-QLK_ALL_190404T09:48__ojhcSWE",,"QF_6711_TMW_SYD_19-04-05","TMW","SYD","6711","QF","","2019-04-04 09:48:14.000","gui:lka15:actiontag:Create Flight-Leg~!~6711~!~VHTQH~!~Local__70nlHLE","Create Flight-Leg","PLAN-QLK_ALL_190404T09:48","ALL","PLAN-QLK","lka15","2019-04-04 09:48:12.000","QF_6711_TMW_SYD_19-04-05__p64Wf_A","gui:lka15:actiontag:Create Flight-Leg~!~6711~!~VHTQH~!~Local__70nlHLE","2019-04-04 09:46:47.000","2019-04-05 01:15:00.000","2019-04-05 02:30:00.000","",,,,
"OPER-QLK_Commercial_190226T12:12__aXgHaa0",,"QF_6203_KTA_PER_19-02-26","KTA","PER","6203","QF","","2019-02-26 13:13:47.000","gui:606056:actiontag:Create Flight-Leg~!~6203~!~VHNXO~!~Local__q2MWvtQ","Create Flight-Leg","OPER-QLK_Commercial_190226T12:12","Commercial","OPER-QLK","606056","2019-02-26 12:12:29.000","QF_6203_KTA_PER_19-02-26__WmutGsY","gui:606056:actiontag:Create Flight-Leg~!~6203~!~VHNXO~!~Local__q2MWvtQ","2019-02-26 13:13:02.000","2019-02-26 13:40:00.000","2019-02-26 15:40:00.000","",,,,
"MECH-QLK_AOG_VHNXN_190225T12:43__bH758yA",,"QF_6201_CNS_BNE_19-02-27","CNS","BNE","6201","QF","","2019-02-26 03:42:41.000","gui:196475:actiontag:Create Flight-Leg~!~6201~!~VHNXJ~!~Local__q7NvmrQ","Create Flight-Leg","MECH-QLK_AOG_VHNXN_190225T12:43","AOG","MECH-QLK","606056","2019-02-25 12:43:08.000","QF_6201_CNS_BNE_19-02-27__GYVA2bQ","gui:196475:actiontag:Create Flight-Leg~!~6201~!~VHNXJ~!~Local__q7NvmrQ","2019-02-26 03:42:26.000","2019-02-27 06:30:00.000","2019-02-27 08:40:00.000","",,,,
"MECH_MAINT_VHVXG_190212T00:20__zop9oHQ",,"QF_6122_CKW_PER_19-02-12","CKW","PER","6122","QF","","2019-02-12 01:16:06.000","gui:267355:actiontag:Create Flight-Leg~!~6122~!~VHVXG~!~Local__mzA-jQg","Create Flight-Leg","MECH_MAINT_VHVXG_190212T00:20","MAINT","MECH","cje17","2019-02-12 00:20:31.000","QF_6122_CKW_PER_19-02-12__IKKEuv4","gui:267355:actiontag:Create Flight-Leg~!~6122~!~VHVXG~!~Local__mzA-jQg","2019-02-12 01:15:40.000","2019-02-12 08:15:00.000","2019-02-12 10:10:00.000","",,,,
"WX-QLK_Low-Vis_MKY_190110T07:35__xJ1tc-I",,"QF_6670_ROK_BNE_19-01-10","ROK","BNE","6670","QF","","2019-01-10 08:50:47.000","gui:196384:actiontag:Create Flight-Leg~!~6670~!~VHQOM~!~Local__-JYOGuU","Create Flight-Leg","WX-QLK_Low-Vis_MKY_190110T07:35","Low-Vis","WX-QLK","196384","2019-01-10 07:35:15.000","QF_6670_ROK_BNE_19-01-10__E_hsq-8","gui:196384:actiontag:Create Flight-Leg~!~6670~!~VHQOM~!~Local__-JYOGuU","2019-01-10 08:50:02.000","2019-01-10 09:15:00.000","2019-01-10 10:25:00.000","",,,,
"MECH_MAINT_VHEBA_190110T01:37__2dcFzW4",,"QF_6005_AKL_SYD_19-01-11","AKL","SYD","6005","QF","","2019-01-10 23:00:19.000","gui:bco07:actiontag:Create Flight-Leg~!~6005~!~VHEBA~!~Local__iVlob-c","Create Flight-Leg","MECH_MAINT_VHEBA_190110T01:37","MAINT","MECH","bch27","2019-01-10 01:37:21.000","QF_6005_AKL_SYD_19-01-11__oiAzU-A","gui:bco07:actiontag:Create Flight-Leg~!~6005~!~VHEBA~!~Local__iVlob-c","2019-01-10 22:58:58.000","2019-01-11 02:00:00.000","2019-01-11 05:40:00.000","",,,,
"MECH-QLK_AOG_VHNXN_190603T00:26__R7pDW4g",,"QF_6201_SLJ_PER_19-06-07","SLJ","PER","6201","QF","","2019-06-06 05:08:23.000","gui:612184:actiontag:Create Flight-Leg~!~6201~!~VHNXN~!~Local__0fdyM88","Create Flight-Leg","MECH-QLK_AOG_VHNXN_190603T00:26","AOG","MECH-QLK","612184","2019-06-03 00:26:25.000","QF_6201_SLJ_PER_19-06-07__6qp_FQc","gui:612184:actiontag:Create Flight-Leg~!~6201~!~VHNXN~!~Local__0fdyM88","2019-06-06 05:08:06.000","2019-06-07 00:20:00.000","2019-06-07 02:10:00.000","",,,,
"WX-QLK_FOG_WGA_190605T20:22__KtLiGrI",,"QF_6712_BNE_TSV_19-06-08","BNE","TSV","6712","QF","","2019-06-06 04:10:51.000","gui:202525:actiontag:Create Flight-Leg~!~6712~!~VHTQG~!~Local__PdLwHzs","Create Flight-Leg","WX-QLK_FOG_WGA_190605T20:22","FOG","WX-QLK","lka15","2019-06-05 20:22:57.000","QF_6712_BNE_TSV_19-06-08__5jkKKwc","gui:202525:actiontag:Create Flight-Leg~!~6712~!~VHTQG~!~Local__PdLwHzs","2019-06-06 04:08:03.000","2019-06-08 01:25:00.000","2019-06-08 03:55:00.000","",,,,
"MECH-QLK_AOG_VHNXQ_190606T01:28__loesZLw",,"QF_6200_CBR_BNE_19-06-06","CBR","BNE","6200","QF","","2019-06-06 03:10:00.000","gui:196474:actiontag:Create Flight-Leg~!~6200~!~VHNXQ~!~Local__6wz1wiU","Create Flight-Leg","MECH-QLK_AOG_VHNXQ_190606T01:28","AOG","MECH-QLK","196474","2019-06-06 01:28:03.000","QF_6200_CBR_BNE_19-06-06__unXbzuQ","gui:196474:actiontag:Create Flight-Leg~!~6200~!~VHNXQ~!~Local__6wz1wiU","2019-06-06 03:03:37.000","2019-06-06 07:30:00.000","2019-06-06 09:15:00.000","",,,,
"MECH_MAINT_VHVZM_190606T02:12__smgAdwk",,"QF_6134_OOL_SYD_19-06-06","OOL","SYD","6134","QF","","2019-06-06 02:19:35.000","gui:319288:actiontag:Create Flight-Leg~!~6134~!~VHVZM~!~Local__yR3K6MY","Create Flight-Leg","MECH_MAINT_VHVZM_190606T02:12","MAINT","MECH","319288","2019-06-06 02:12:08.000","QF_6134_OOL_SYD_19-06-06__fBLTzOc","gui:319288:actiontag:Create Flight-Leg~!~6134~!~VHVZM~!~Local__yR3K6MY","2019-06-06 02:19:09.000","2019-06-06 03:55:00.000","2019-06-06 05:25:00.000","",,,,
"MECH-QLK_MAINT_VHNXK_190606T09:23__sKpprXE",,"QF_6201_TSV_CBR_19-06-09","TSV","CBR","6201","QF","","2019-06-06 09:23:02.000","gui:612184:actiontag:Create Flight-Leg~!~6201~!~VHNXK~!~Local__IYSqUSs","Create Flight-Leg","MECH-QLK_MAINT_VHNXK_190606T09:23","MAINT","MECH-QLK","612184","2019-06-06 09:23:00.000","QF_6201_TSV_CBR_19-06-09__66B5Ye0","gui:612184:actiontag:Create Flight-Leg~!~6201~!~VHNXK~!~Local__IYSqUSs","2019-06-06 09:22:24.000","2019-06-08 20:30:00.000","2019-06-08 22:40:00.000","",,,,
"WX-QLK_FOG_WGA_190605T20:22__wNa6_To",,"QF_6710_SYD_BNE_19-06-08","SYD","BNE","6710","QF","","2019-06-06 04:10:51.000","gui:202525:actiontag:Create Flight-Leg~!~6710~!~VHTQG~!~Local__HhkJGmk","Create Flight-Leg","WX-QLK_FOG_WGA_190605T20:22","FOG","WX-QLK","lka15","2019-06-05 20:22:57.000","QF_6710_SYD_BNE_19-06-08___IS_CDY","gui:202525:actiontag:Create Flight-Leg~!~6710~!~VHTQG~!~Local__HhkJGmk","2019-06-06 04:07:16.000","2019-06-07 23:00:00.000","2019-06-08 01:05:00.000","",,,,
"MECH_MAINT_VHEBB_190128T01:15__uT4i6r8",,"QF_6102_SYD_MEL_19-01-29","SYD","MEL","6102","QF","","2019-01-28 21:13:41.000","gui:319288:actiontag:Create Flight-Leg~!~6102~!~VHEBF~!~Local__zmEGBy0","Create Flight-Leg","MECH_MAINT_VHEBB_190128T01:15","MAINT","MECH","319288","2019-01-28 01:15:49.000","QF_6102_SYD_MEL_19-01-29__5jNzG3s","gui:319288:actiontag:Create Flight-Leg~!~6102~!~VHEBF~!~Local__zmEGBy0","2019-01-28 21:12:48.000","2019-01-29 06:45:00.000","2019-01-29 08:20:00.000","",,,,
"MECH-QLK_MAINT_VHNXD_190127T21:10__oAIRhFM",,"QF_6270_TSV_CNS_19-01-31","TSV","CNS","6270","QF","","2019-01-27 21:10:03.000","gui:612184:actiontag:Create Flight-Leg~!~6270~!~VHNXD~!~Local__QFO9dGA","Create Flight-Leg","MECH-QLK_MAINT_VHNXD_190127T21:10","MAINT","MECH-QLK","612184","2019-01-27 21:10:01.000","QF_6270_TSV_CNS_19-01-31__Q6WTQCw","gui:612184:actiontag:Create Flight-Leg~!~6270~!~VHNXD~!~Local__QFO9dGA","2019-01-27 21:09:27.000","2019-01-31 07:30:00.000","2019-01-31 08:20:00.000","",,,,
"MECH_MAINT_VHEBL_190127T15:26__xoEhgXE",,"QF_6101_SYD_MEL_19-01-28","SYD","MEL","6101","QF","","2019-01-27 22:44:13.000","gui:319288:actiontag:Create Flight-Leg~!~6101~!~VHVZK~!~Local__oXSFrCY","Create Flight-Leg","MECH_MAINT_VHEBL_190127T15:26","MAINT","MECH","267355","2019-01-27 15:26:00.000","QF_6101_SYD_MEL_19-01-28__ft4o-Us","gui:319288:actiontag:Create Flight-Leg~!~6101~!~VHVZK~!~Local__oXSFrCY","2019-01-27 22:43:21.000","2019-01-28 06:15:00.000","2019-01-28 07:50:00.000","",,,,
"MECH-QLK_MAINT_VHQOS_190127T21:47__blS1o4U",,"QF_6710_MEL_SYD_19-01-28","MEL","SYD","6710","QF","","2019-01-27 21:47:38.000","gui:210336:actiontag:Create Flight-Leg~!~6710~!~VHQOS~!~Local__9oDjTWw","Create Flight-Leg","MECH-QLK_MAINT_VHQOS_190127T21:47","MAINT","MECH-QLK","210336","2019-01-27 21:47:37.000","QF_6710_MEL_SYD_19-01-28__cHIRXZU","gui:210336:actiontag:Create Flight-Leg~!~6710~!~VHQOS~!~Local__9oDjTWw","2019-01-27 21:46:42.000","2019-01-28 01:20:00.000","2019-01-28 03:00:00.000","",,,,
"MECH-QLK_MAINT_VHYQX_190122T03:44__YS8VS2Y",,"QF_6681_PHE_PER_19-01-22","PHE","PER","6681","QF","","2019-01-22 04:06:14.000","gui:196474:actiontag:Create Flight-Leg~!~6681~!~VHNHN~!~Local__wDOSDpg","Create Flight-Leg","MECH-QLK_MAINT_VHYQX_190122T03:44","MAINT","MECH-QLK","196474","2019-01-22 03:44:11.000","QF_6681_PHE_PER_19-01-22__OTALIyk","gui:196474:actiontag:Create Flight-Leg~!~6681~!~VHNHN~!~Local__wDOSDpg","2019-01-22 04:01:56.000","2019-01-22 10:00:00.000","2019-01-22 12:05:00.000","",,,,
"OPER-QLK_Other_190122T04:16__Cn50NDQ",,"QF_6671_BNE_SYD_19-01-24","BNE","SYD","6671","QF","","2019-01-22 04:16:51.000","gui:179575:actiontag:Create Flight-Leg~!~6671~!~VHSBJ~!~Local__rfs9H6Q","Create Flight-Leg","OPER-QLK_Other_190122T04:16","Other","OPER-QLK","179575","2019-01-22 04:16:48.000","QF_6671_BNE_SYD_19-01-24__lUiF_Us","gui:179575:actiontag:Create Flight-Leg~!~6671~!~VHSBJ~!~Local__rfs9H6Q","2019-01-22 04:09:07.000","2019-01-24 04:30:00.000","2019-01-24 06:20:00.000","",,,,
"MECH-QLK_AOG_VHQON_190214T09:18__6JJsVD8",,"QF_6670_BNE_RMA_19-02-15","BNE","RMA","6670","QF","","2019-02-14 09:20:58.000","gui:179575:actiontag:Create Flight-Leg~!~6670~!~VHLQL~!~Local__hNCZr1s","Create Flight-Leg","MECH-QLK_AOG_VHQON_190214T09:18","AOG","MECH-QLK","179575","2019-02-14 09:18:43.000","QF_6670_BNE_RMA_19-02-15__rML_sdI","gui:179575:actiontag:Create Flight-Leg~!~6670~!~VHLQL~!~Local__hNCZr1s","2019-02-14 09:19:40.000","2019-02-14 20:30:00.000","2019-02-14 21:40:00.000","",,,,
"PLAN-QLK_ALL_190403T04:30__zdsIJ30",,"QF_6200_PER_PER_19-04-04","PER","PER","6200","QF","","2019-04-03 10:43:53.000","gui:196475:actiontag:Create Flight-Leg~!~6200~!~VHYQY~!~Local__et9spMQ","Create Flight-Leg","PLAN-QLK_ALL_190403T04:30","ALL","PLAN-QLK","dco97","2019-04-03 04:30:33.000","QF_6200_PER_PER_19-04-04__JVsjWNs","gui:196475:actiontag:Create Flight-Leg~!~6200~!~VHYQY~!~Local__et9spMQ","2019-04-03 10:43:46.000","2019-04-03 23:00:00.000","2019-04-04 00:00:00.000","",,,,
"MECH-QLK_MAINT_VHQOM_190403T00:15__SJx7jPg",,"QF_6710_SYD_MEL_19-04-03","SYD","MEL","6710","QF","","2019-04-03 00:40:24.000","gui:lka15:actiontag:Create Flight-Leg~!~6710~!~VHQOM~!~Local__KI0OqDo","Create Flight-Leg","MECH-QLK_MAINT_VHQOM_190403T00:15","MAINT","MECH-QLK","lka15","2019-04-03 00:15:15.000","QF_6710_SYD_MEL_19-04-03__dzK6lN8","gui:lka15:actiontag:Create Flight-Leg~!~6710~!~VHQOM~!~Local__KI0OqDo","2019-04-03 00:39:54.000","2019-04-03 01:30:00.000","2019-04-03 03:10:00.000","",,,,
